mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170292,Gautam Gambhir,Elected,23-05-2019,In Office,First Term,East Delhi,Delhi,Bharatiya Janata Party,Male,Inter/ Higher Secondary,12th Higher Secondary,42,3,1,97,0.605839416, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,36,2.5,182.8333333,0.798687641,Lok Sabha
170297,Parvesh Sahib Singh Verma,Elected,23-05-2019,In Office,Second Term,West Delhi,Delhi,Bharatiya Janata Party,Male,Professional Post Graduate,M.B.A.,46,47,12,269,0.948905109, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,36,2.5,182.8333333,0.798687641,Lok Sabha
170296,Ramesh Bidhuri,Elected,23-05-2019,In Office,Second Term,South Delhi,Delhi,Bharatiya Janata Party,Male,Professional Graduate,"B.Com., LL.B.",62,74,2,188,0.937956204, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,36,2.5,182.8333333,0.798687641,Lok Sabha
170329,Jasbir Singh,Elected,23-05-2019,In Office,First Term,Khadoor Sahib,Punjab,Indian National Congress,Male,Certificate Course,"Giani, Educated at Guru Nanak Dev University",Info Not Available,75,2,102,0.927007299, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,39.37878788,1.303030303,109.3560606,0.701079711,Lok Sabha
170406,Kotha Prabhakar Reddy,Elected,23-05-2019,13-12-2023,Second Term,Medak,Telangana,Bharat Rashtra Samithi,Male,Graduate,"B.A., Govt. Degree College, Siddipet, Medak. A.P. from Osmania University",58,36,0,332,0.509433962, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.75183489,1.503146169,199.0249853,0.788685748,22.94166667,0.375,208.4,0.70120878,Lok Sabha
170405,Anumula Revanth Reddy,Elected,23-05-2019,08-12-2023,First Term,Malkajgiri,Telangana,Indian National Congress,Male,Graduate,"B.A. Educated at A.V. College, Osmania University, Hyderabad, Telangana",56,17,0,197,0.65625, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.08635176,1.503146169,196.1060216,0.788685748,22.875,0.375,207.5,0.70120878,Lok Sabha
170408,Uttam Kumar Nalamada Reddy,Elected,23-05-2019,13-12-2023,First Term,Nalgonda,Telangana,Indian National Congress,Male,Graduate,"B.Sc., Weapons Employment Course and SCPL (Senior Commercial Pilots License) Fighter Pilot in IAF Educated at College of Air Warfare, National Defence Academy and Air Force Academy, IAF Fighter Training Wing, IAF",61,18,0,187,0.845283019, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.75183489,1.503146169,199.0249853,0.788685748,22.94166667,0.375,208.4,0.70120878,Lok Sabha
170398,Komati Reddy Venkat Reddy,Elected,23-05-2019,11-12-2023,First Term,Bhongir,Telangana,Indian National Congress,Male,Inter/ Higher Secondary,"Intermediate Educated at NB Science College, Pathargatti, Hyderabad",60,22,0,357,0.566037736, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.3092817,1.503146169,197.1930705,0.788685748,22.94166667,0.375,207.9,0.70120878,Lok Sabha
170023,Balli Durga Prasad Rao,Elected,23-05-2019,16-09-2020,First Term,Tirupati,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"B.Com., B.L., Educated at S.V. University, Tirupathi, Andhra Pradesh",67,11,0,46,0.7875, Data corresponds to the period from 01-06-2019 to 10-02-2024.,17.29395146,0.294307337,51.77788963,0.788685748,13.68,N/A,54.96,0.729402372,Lok Sabha
170082,Baidyanath Prasad Mahto,Elected,23-05-2019,28-02-2020,Second Term,Valmiki Nagar,Bihar,Janata Dal (United),Male,Matric,"Educated at H.S. Bathanaha, West Champaran (Bihar)",76,3,0,10,0.65, Data corresponds to the period from 01-06-2019 to 10-02-2024.,13.60022053,0.294307337,38.35409281,0.788685748,12.83781513,0.461344538,31.71764706,0.855039426,Lok Sabha
170125,Rattan Lal Kataria,Elected,23-05-2019,18-05-2023,Third Term,Ambala,Haryana,Bharatiya Janata Party,Male,Post Graduate,"B.A. (Hons. in Political Science), M.A., LL.B.; Educated at Kurukshetra University, Kurukshetra and S.D. College, Ambala Cantt. (Haryana)",72,30,0,87,0.99137931,"This MP was a minister from May 30, 2019 to July 07, 2021. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",17.10598625,0.930252554,99.08926373,0.788685748,15.25,0.125,107.125,0.928210735,Lok Sabha
170137,Ram Swaroop Sharma,Elected,23-05-2019,17-03-2021,Second Term,Mandi,Himachal Pradesh,Bharatiya Janata Party,Male,Matric,10th Class,65,11,0,5,0.981308411, Data corresponds to the period from 01-06-2019 to 10-02-2024.,22.67911394,0.294307337,71.94304095,0.788685748,7.666666667,N/A,6.333333333,0.841608559,Lok Sabha
170198,P.K. Kunhalikutty,Elected,23-05-2019,03-02-2021,Second Term,Malappuram,Kerala,Indian Union Muslim League,Male,Diploma Course,"B.com., Diploma in Business Management, Educated at Aligarh Muslim University",72,25,0,58,0.723404255, Data corresponds to the period from 01-06-2019 to 10-02-2024.,19.501866,0.294307337,59.62828811,0.788685748,34.25,0.7,87.4,0.826179533,Lok Sabha
170218,Uday Pratap Singh,Elected,23-05-2019,07-12-2023,Third Term,Hoshangabad,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,B.Com Educated at Sagar University,59,96,0,186,0.885826772, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.05886762,1.503146169,195.0827658,0.788685748,32.38545584,0.953846154,151.4781197,0.858216753,Lok Sabha
170222,Nandkumar Singh Chouhan (Nandu Bhaiya),Elected,23-05-2019,02-03-2021,Sixth Term,Khandwa,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A.
Educated at Seva Sadan Mahavidyalaya, Burhanpur",71,7,0,7,0.666666667, Data corresponds to the period from 01-06-2019 to 10-02-2024.,21.22162407,0.294307337,65.88433649,0.788685748,16.69230769,0.153846154,43.26923077,0.858216753,Lok Sabha
170246,Balubhau Dhannorkar,Elected,23-05-2019,30-05-2023,First Term,Chandrapur,Maharashtra,Indian National Congress,Male,Information Not Available,Information Not Available,48,37,0,281,0.652173913, Data corresponds to the period from 01-06-2019 to 10-02-2024.,41.54574929,1.224559891,176.1763209,0.788685748,51.27181113,2.360606061,327.3842612,0.744321006,Lok Sabha
170332,Bhagwant Mann,Elected,23-05-2019,14-03-2022,Second Term,Sangrur,Punjab,Aam Aadmi Party,Male,Under Graduate,B.Com II Year,50,41,0,43,0.540880503, Data corresponds to the period from 01-06-2019 to 10-02-2024.,30.80750105,0.747723486,115.4451793,0.788685748,24.65909091,0.25,67.75,0.701079711,Lok Sabha
170345,Rajyavardhan Singh Rathore,Elected,23-05-2019,07-12-2023,Second Term,Jaipur Rural,Rajasthan,Bharatiya Janata Party,Male,Graduate,B.A,54,13,0,167,0.795275591, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.05886762,1.503146169,195.0827658,0.788685748,75.28571429,2.714285714,256.7619048,0.899124478,Lok Sabha
170334,Balak Nath,Elected,23-05-2019,07-12-2023,First Term,Alwar,Rajasthan,Bharatiya Janata Party,Male,Matric,Matric,39,13,0,225,0.784313725, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.05886762,1.503146169,195.0827658,0.788685748,75.28571429,2.714285714,256.7619048,0.899124478,Lok Sabha
170484,Mohammad Azam Khan,Elected,23-05-2019,22-03-2022,First Term,Rampur,Uttar Pradesh,Samajwadi Party,Male,Information Not Available,Information Not Available,75,5,0,11,0.280487805, Data corresponds to the period from 01-06-2019 to 10-02-2024.,32.25355914,0.747723486,119.793727,0.788685748,39.41625207,0.662728027,81.40630182,0.83229987,Lok Sabha
170531,Mahua Moitra,Elected,23-05-2019,08-12-2023,First Term,Krishnanagar,West Bengal,All India Trinamool Congress,Female,Graduate,"Bachelor of Arts, Magna Cum Laude, Economics & Mathematics; Educated at Mount Holyoke College, Massachusetts, USA; Professional Qualifications- Series 7, Series 63 Certified, SFA Certified; Educated at Financial Standards Authority, UK; Financial Industry Regulatory Authority (USA)",49,37,0,62,0.826415094, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.08635176,1.503146169,196.1060216,0.788685748,32.48605974,0.628662873,131.7800498,0.65888707,Lok Sabha
170527,Pratima Mondal,Elected,23-05-2019,In Office,Second Term,Jaynagar,West Bengal,All India Trinamool Congress,Female,Post Graduate,"M.A., B.Ed.",57,87,0,165,0.802919708, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170091,Gomati Sai,Elected,23-05-2019,07-12-2023,First Term,Raigarh,Chhattisgarh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"12th Pass, Educated at Government Inter College, Tapkara, Jashpur, Chhattisgarh",45,14,0,108,0.929133858, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.05886762,1.503146169,195.0827658,0.788685748,25.8,N/A,160.7545455,0.883292143,Lok Sabha
170085,Arun Sao,Elected,23-05-2019,07-12-2023,First Term,Bilaspur,Chhattisgarh,Bharatiya Janata Party,Male,Professional Graduate,"B.com and LLB Educated at S.N.G College, Muneli, Dist. Mungeli (Chhattisgarh) and K.R. Law College",55,38,0,372,0.881889764, Data corresponds to the period from 01-06-2019 to 10-02-2024.,44.05886762,1.503146169,195.0827658,0.788685748,25.8,N/A,160.7545455,0.883292143,Lok Sabha
170513,Saumitra Khan,Elected,23-05-2019,In Office,Second Term,Bishnupur,West Bengal,Bharatiya Janata Party,Male,Matric,High School,43,27,0,120,0.777372263, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170095,Mohanbhai Delkar,Elected,23-05-2019,22-02-2021,Seventh Term,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Independent,Male,Graduate,B.A.,61,24,0,14,0.87254902, Data corresponds to the period from 01-06-2019 to 10-02-2024.,21.22162407,0.294307337,65.88433649,0.788685748,24,N/A,14,0.771938845,Lok Sabha
170397,Soyam Bapu Rao,Elected,23-05-2019,In Office,First Term,Adilabad,Telangana,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Intermediate, Teacher Training Certificate Educated at K.B. Complex Utnoor and Bukkapatnam, Ananthpur",54,10,0,29,0.839416058, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170410,Venkatesh Netha Borlakunta,Elected,23-05-2019,In Office,First Term,Peddapalle,Telangana,Bharat Rashtra Samithi,Male,Doctorate,"M.Com, LL.M, Ph.D. Educated at Osmania University, Hyderabad, Telangana",47,5,0,240,0.605839416, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170401,Sanjay Kumar Bandi,Elected,23-05-2019,In Office,First Term,Karimnagar,Telangana,Bharatiya Janata Party,Male,Post Graduate,M.A. (Public Admn.) Educated at Madurai Kamraj University,52,6,0,57,0.740875912, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170409,Arvind Dharmapuri,Elected,23-05-2019,In Office,First Term,Nizamabad,Telangana,Bharatiya Janata Party,Male,Post Graduate,M.A.(Political Science) Educated at Janaradhan Rai Nagar Rajasthan Vidyapeeth,47,5,0,92,0.879562044, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170413,Bheemrao B. Patil,Elected,23-05-2019,In Office,Second Term,Zahirabad,Telangana,Bharat Rashtra Samithi,Male,Graduate,B.Sc. (Agriculture),68,66,0,269,0.802919708, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170019,Magunta Srinivasulu Reddy,Elected,23-05-2019,In Office,Fourth Term,Ongole,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"B.Com; Educated at V.R. College, Nellore, Andhra Pradesh",70,32,0,379,0.711678832, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170404,Manne Srinivas Reddy,Elected,23-05-2019,In Office,First Term,Mahabubnagar,Telangana,Bharat Rashtra Samithi,Male,Graduate,"B.Com. Educated at Osmania University, Hyderabad, Telangana",65,13,0,356,0.642335766, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170407,Ramulu Pothuganti,Elected,23-05-2019,In Office,First Term,Nagarkurnool,Telangana,Bharat Rashtra Samithi,Male,Graduate,"B.A. Educated at Osmania University, Hyderabad",71,22,0,6,0.813868613, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170412,Dayakar Pasunoori,Elected,23-05-2019,In Office,Second Term,Warangal,Telangana,Bharat Rashtra Samithi,Male,Graduate,"Educated at Jawaharlal Nehru Technological University, Hyderabad, Telangana",56,3,0,149,0.54379562, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170403,Kavitha Malothu,Elected,23-05-2019,In Office,First Term,Mahabubabad,Telangana,Bharat Rashtra Samithi,Female,Graduate,Graduate (B.Sc.),43,5,0,144,0.47080292, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170402,Nama Nageswara Rao,Elected,23-05-2019,In Office,Second Term,Khammam,Telangana,Bharat Rashtra Samithi,Male,Inter/ Higher Secondary,N/A,66,51,0,226,0.883211679, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170005,Goddeti Madhavi,Elected,23-05-2019,In Office,First Term,Araku,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Female,Graduate,"B.Sc. (Computer), B.P.Ed., Educated at SPACES Degree College and Srinivasa College of Physical Education",31,40,0,171,0.861313869, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170026,Bellana Chandra Sekhar,Elected,23-05-2019,In Office,First Term,Vizianagaram,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"B.A., B.L., Educated at SDS College, Garividi and M.R. College, Vizianagaram",62,31,0,310,0.708029197, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170025,M.V.V. Satyanarayana,Elected,23-05-2019,In Office,First Term,Visakhapatnam,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"B.A. Educated at Andhra University, Andhra Pradesh",57,6,0,228,0.631386861, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170003,Beesetti Venkata Satyavathi,Elected,23-05-2019,In Office,First Term,Anakapalli,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Female,Doctorate,"MBBS, DGO",57,76,0,299,0.846715328, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170008,Sridhar Kotagiri,Elected,23-05-2019,In Office,First Term,Eluru,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"Bachelor of Business Management Educated at Gitam College, Andhra University, Andhra Pradesh",50,25,0,312,0.762773723, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170014,Balashowry Vallabbhaneni,Elected,23-05-2019,In Office,Second Term,Machilipatnam,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,B.A.,55,16,0,316,0.762773723, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170009,Jayadev Galla,Elected,23-05-2019,In Office,Second Term,Guntur,Andhra Pradesh,Telugu Desam Party,Male,Graduate,Graduate,57,89,0,314,0.868613139, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170006,Suresh Nandigam,Elected,23-05-2019,In Office,First Term,Bapatla,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Matric,"Matric Educated at Zilaparishad School, Mandadam, Andhra Pradeshle",47,2,0,8,0.346715328, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170015,Pocha. Brahmananda Reddy,Elected,23-05-2019,In Office,First Term,Nandyal,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"M.Sc. (Agriculture) Educated at Kanpur University, U.P.",66,22,0,271,0.678832117, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
170010,Kuruva Gorantla Madhav,Elected,23-05-2019,In Office,First Term,Hindupur,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Professional Graduate,Bachelor of Law Educated at S.K. University Anantapuram,54,40,0,306,0.711678832, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,37.96833333,1.04,279.925,0.729402372,Lok Sabha
