mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170336,Kailash Choudhary,Elected,23-05-2019,In Office,First Term,Barmer,Rajasthan,Bharatiya Janata Party,Male,Graduate,"B.A., B.P. Ed. Educated at Nagpur University, Maharashtra",50,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170346,Devji Patel,Elected,23-05-2019,In Office,Third Term,Jalore,Rajasthan,Bharatiya Janata Party,Male,Matric,Matriculation,47,134,5,442,0.744525547, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,77.78244631,2.714285714,276.8338002,0.899124478,Lok Sabha
170340,Chandra Prakash Joshi,Elected,23-05-2019,In Office,Second Term,Chittorgarh,Rajasthan,Bharatiya Janata Party,Male,Graduate,B.Com.,48,159,8,328,0.886861314, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,77.78244631,2.714285714,276.8338002,0.899124478,Lok Sabha
170351,Om Birla,Elected,23-05-2019,In Office,Second Term,Kota,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,M.Com,61,N/A,N/A,N/A,N/A,"As a Speaker, this MP does not sign the attendance register and participate in debates and questions. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170362,V. Kalanidhi,Elected,23-05-2019,In Office,First Term,Chennai North,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Doctorate,"M.B.B.S., M.S. (General Surgery), M.Ch. (Plastic Surgery), FRCSEd Educated at Madras Medical College, Shri Ramachandra Medical College & Research Institute, Stanley Medical College and Edin Burgh",54,59,3,295,0.832116788, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170363,Sumathy Thamizhachi Thangapandian,Elected,23-05-2019,In Office,First Term,Chennai South,Tamil Nadu,Dravida Munnetra Kazhagam,Female,Doctorate,"M.A., M.Phil., Ph.D. (English Literature) Educated at Thiagarajar College of Arts & Science, Madurai Kamarajar University, Madurai and University of Madras, Chennai",61,63,8,292,0.788321168, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170371,G. Selvam,Elected,23-05-2019,In Office,First Term,Kancheepuram,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.Com., M.Phil., LL.B., Educated at Pachiyappis College of Men, Kancheepuram, Alagappa University Karaikudi and Sri Venkatesware University, Tirupati, SBRTM Law College, Kadappa",49,18,1,436,0.821167883, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170543,D.M. Kathir Anand,Elected,09-08-2019,In Office,First Term,Vellore,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.B.A. (USA) International Business Educated at Baldwin Wallace, OHIO, USA",49,32,5,262,0.632911392, Data corresponds to the period from 01-06-2019 to 10-02-2024.,38.98548947,1.265063732,191.7893631,0.788685748,45.21187584,1.333333333,239.5512821,0.741663341,Lok Sabha
170367,DNV Senthilkumar S.,Elected,23-05-2019,In Office,First Term,Dharmapuri,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Professional Post Graduate,"M.B.B.S., M.D., Radio Diagnosis Educated at Annamalai University and Sri Ramachandra University",46,316,6,511,0.989051095, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170394,C.N. Annadurai,Elected,23-05-2019,In Office,First Term,Tiruvannamalai,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information Not Available,Information Not Available,50,55,1,451,0.781021898, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170360,M.K. Vishnu Prasad,Elected,23-05-2019,In Office,First Term,Arani,Tamil Nadu,Indian National Congress,Male,Professional Graduate,"M.B.B.S. Educated at Madras Medical College, Chennai",51,29,2,254,0.784671533, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170395,D. Ravikumar,Elected,23-05-2019,In Office,First Term,Viluppuram,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Doctorate,"M.A., B.L., Ph.d Educated at Tamil University, Thanjavur and Annamalai University, Tamil Nadu",63,60,5,220,0.711678832, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170370,Gautham Sigamani Pon,Elected,23-05-2019,In Office,First Term,Kallakurichi,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Doctorate,"MS (Ortho)
Educated at Sri Ramachandra Medical College, Porun",49,53,2,379,0.905109489, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170369,A. Ganeshamurthi,Elected,23-05-2019,28-03-2024,Third Term,Erode,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Graduate,"B.A. (Economics); Educated at Thayagaraja College, Chennai, Tamil Nadu.",76,30,1,276,0.697080292, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170379,Andimuthu Raja,Elected,23-05-2019,In Office,Fifth Term,Nilgiris,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Post Graduate,"B.Sc., B.L., M.L.; Educated at Government Arts College, Musiri, Distt. Trichy; Government Law College, Madurai and Government Law College, Trichy (Tamil Nadu)",60,43,2,271,0.733576642, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170373,S. Jothimani,Elected,23-05-2019,In Office,First Term,Karur,Tamil Nadu,Indian National Congress,Female,Post Graduate,"B.Sc., M.A. (Tamil), M.Phil (Tamil) Educated at Bharathiyar University and Annamalai University, Tamil Nadu",48,42,2,201,0.740875912, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170391,Su Thirunavukkarasar,Elected,23-05-2019,In Office,Second Term,Tiruchirappalli,Tamil Nadu,Indian National Congress,Male,Post Graduate,"B.L., M.A. Educated at Madras Law College, Chennai (Tamil Nadu) and Venkateshwara University (Andhra Pradesh)",74,37,2,358,0.682481752, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170380,T.R. Paarivendhar,Elected,23-05-2019,In Office,First Term,Perambalur,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Doctorate,"B.Sc. (Maths), AMIE, Ph.D. Educated at Jamal Mohamed College, Tiruchirappalli, Tamil Nadu",82,40,2,268,0.620437956, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170364,Thirumaa Valavan Thol,Elected,23-05-2019,In Office,Second Term,Chidambaram,Tamil Nadu,Viduthalai Chiruthaigal Katchi,Male,Post Graduate,"B.L., M.A. (Criminology), B.Sc. (Chemistry); Educated at Presidency College, Chennai and Madras Law College, University of Madras, Chennai",61,69,6,157,0.700729927, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170384,Karti P. Chidambaram,Elected,23-05-2019,In Office,First Term,Sivaganga,Tamil Nadu,Indian National Congress,Male,Graduate,"Bachelors in Business Administration (B.B.A.), Bachelors in Arts (Law) Educated at University of Texas, Austin and Cambridge University, U.K.",52,24,2,165,0.773722628, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170390,Kanimozhi Karunanidhi,Elected,23-05-2019,In Office,First Term,Thoothukkudi,Tamil Nadu,Dravida Munnetra Kazhagam,Female,Post Graduate,M.A. ( Economics),56,65,2,182,0.686131387, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170378,A.K.P. Chinraj,Elected,23-05-2019,In Office,First Term,Namakkal,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information Not Available,Information Not Available,58,12,0,263,0.718978102, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170386,Dhanush M Kumar,Elected,23-05-2019,In Office,First Term,Tenkasi,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Professional Post Graduate,"BE(Agri.), MBA, MS, LLB Educated at Tamil Nadu Agricultural University, Coimbatore and Madurai Kamaraj University",48,121,2,490,0.989051095, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170478,Sanjeev Kumar Balyan,Elected,23-05-2019,In Office,Second Term,Muzaffarnagar,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,Ph.D. in Veterinary Anatomy,51,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170435,Malook Nagar,Elected,23-05-2019,In Office,First Term,Bijnor,Uttar Pradesh,Bahujan Samaj Party,Male,Graduate,"B.Sc. (Biology)
Educated at S.S.V. Degree College, Hapur, Uttar Pradesh",59,606,3,255,0.952554745, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170422,Kunwar Danish Ali,Elected,23-05-2019,In Office,First Term,Amroha,Uttar Pradesh,Bahujan Samaj Party,Male,Post Graduate,"B.Sc. (Hon.), M.A. (Pol. Sc.) Educated at Jamia Millia Islamia University, New Delhi",48,143,2,212,0.97080292, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170473,Rajendra Agrawal,Elected,23-05-2019,In Office,Third Term,Meerut,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at M.M. (P.G.) College, Modi Nagar, Ghaziabad",72,97,6,232,0.974452555, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170426,Satya Pal Singh,Elected,23-05-2019,In Office,Second Term,Baghpat,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.Sc., M.A., M. Phill, Ph.D., M.B.A.",68,50,2,18,0.967153285, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170449,Vijay Kumar Singh,Elected,23-05-2019,In Office,Second Term,Ghaziabad,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,Phd.,72,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170436,Bhola Singh,Elected,23-05-2019,In Office,Second Term,Bulandshahr,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,Graduate,46,35,5,564,0.95620438, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170414,Rebati Tripura,Elected,23-05-2019,In Office,First Term,Tripura East,Tripura,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,47,13,0,235,0.905109489, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,16,N/A,229,0.873607376,Lok Sabha
170481,Feroze Varun Gandhi,Elected,23-05-2019,In Office,Third Term,Pilibhit,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc. (Economics); educated at London School of Economics (LSE), London University, UK.",43,5,5,206,0.791970803, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170465,Ajay Misra Teni,Elected,23-05-2019,In Office,Second Term,Kheri,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., LL.B.",63,56,4,160,0.956140351,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,30.22222222,0.319444444,52.55555556,0.83229987,Lok Sabha
170468,Rajnath Singh,Elected,23-05-2019,In Office,Third Term,Lucknow,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at Gorakhpur University, Uttar Pradesh",72,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170472,Hema Malini,Elected,23-05-2019,In Office,Second Term,Mathura,Uttar Pradesh,Bharatiya Janata Party,Female,Matric,"Matric Educated at Andhra Mahila Sabha, Chennai",75,20,0,105,0.5, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170421,Smriti Zubin Irani,Elected,23-05-2019,In Office,First Term,Amethi,Uttar Pradesh,Bharatiya Janata Party,Female,Graduate,"Educated at Holy Child Auxilium, Delhi and School of Correspondence and Continuing Education, University of Delhi, Delhi",47,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170462,Subrata Pathak,Elected,23-05-2019,In Office,First Term,Kannauj,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at P S M Degree College, Kannauj, Uttar Pradesh",44,14,2,255,0.788321168, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170457,Bhanu Pratap Singh Verma,Elected,23-05-2019,In Office,Fifth Term,Jalaun,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., L.L.B. 
Edcated at Bundelkhand University, Jhansi (Uttar Pradesh)",66,31,1,49,0.973684211,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,30.22222222,0.319444444,52.55555556,0.83229987,Lok Sabha
170459,Anurag Sharma,Elected,23-05-2019,In Office,First Term,Jhansi,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"B.Com. (Hons), M. Com., OPM Programme, Educated at Hislop College, Nagpur, Bundelkhand University, U.P. and Harvard Business School, Harvard University",59,46,1,348,0.864963504, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170454,Pushpendra Singh Chandel,Elected,23-05-2019,In Office,Second Term,Hamirpur,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"MA, LLB",50,1261,15,376,0.941605839, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170382,K. Navaskani,Elected,23-05-2019,In Office,First Term,Ramanathapuram,Tamil Nadu,Indian Union Muslim League,Male,Inter/ Higher Secondary,Senior Secondary,44,134,3,271,0.890510949, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,52.94871795,1.51754386,254.9986505,0.741663341,Lok Sabha
170445,Niranjan Jyoti,Elected,23-05-2019,In Office,Second Term,Fatehpur,Uttar Pradesh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,Intermediate,57,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170464,Vinod Kumar Sonkar,Elected,23-05-2019,In Office,Second Term,Kaushambi,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,B.A.,53,51,3,573,0.755474453, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170420,Ritesh Pandey,Elected,23-05-2019,In Office,First Term,Ambedkar Nagar,Uttar Pradesh,Bahujan Samaj Party,Male,Graduate,"B.A. (International Marketing and Finance)Educated at European Business School, Regent's University, London",42,137,4,235,0.930656934, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170440,Jagdambika Pal,Elected,23-05-2019,In Office,Third Term,Domariyaganj,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Pol. Science, Modern History & Ancient History) & LL.B.; Educated at Awadh University, L.L.B., Gorakhpur University",73,193,12,339,0.99270073, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170453,Ravindra Shyamnarayan,Elected,23-05-2019,In Office,First Term,Gorakhpur,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Com. Educated at Rizavi College, Mumbai",54,81,10,480,0.682481752, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170438,Ramapati Ram Tripathi,Elected,23-05-2019,In Office,First Term,Deoria,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"I.S.C. Medical Educated at S.Y.N.A. Aruvedic College, Bhagalpur, Patna University, Bihar",73,28,4,239,0.927007299, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170458,Shyam Singh Yadav,Elected,23-05-2019,In Office,First Term,Jaunpur,Uttar Pradesh,Bahujan Samaj Party,Male,Post Graduate,"B.Sc., M.Sc., LL.B. Educated at University of Allahabad, Uttar Pradesh",69,53,5,196,0.97080292, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170437,Mahendra Nath Pandey,Elected,23-05-2019,In Office,Second Term,Chandauli,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A., PhD. (Hindi), Master of Journalism",66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170495,Narendra Modi,Elected,23-05-2019,In Office,Second Term,Varanasi,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,73,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170434,Ramesh Chand,Elected,23-05-2019,In Office,First Term,Bhadohi,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,B.A.M.S.,49,6,2,61,0.916058394, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170517,Raju Bista,Elected,23-05-2019,In Office,First Term,Darjeeling,West Bengal,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Presidency College, Motbung Manipur University",38,95,1,221,0.908759124, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170505,Sukanta Majumdar,Elected,23-05-2019,In Office,First Term,Balurghat,West Bengal,Bharatiya Janata Party,Male,Doctorate,"M.Sc., B.Ed., Ph.D. (Botany)",44,47,7,654,0.733576642, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170504,Adhir Ranjan Chowdhury,Elected,23-05-2019,In Office,Fifth Term,Baharampur,West Bengal,Indian National Congress,Male,Under Matric,"Educated at I.C. Institute, Berhampore, West Bengal",67,233,5,69,0.894160584, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170519,Saugata Roy,Elected,23-05-2019,In Office,Fourth Term,Dum Dum,West Bengal,All India Trinamool Congress,Male,Post Graduate,"M.Sc., LL.B.; Jogesh Chandra Law College, Kolkata-33",76,195,3,350,0.821167883, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170521,Locket Chatterjee,Elected,23-05-2019,In Office,First Term,Hooghly,West Bengal,Bharatiya Janata Party,Female,Graduate,B.Sc. Educated at Jogmaya Devi College,49,43,2,295,0.879562044, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170502,Aparupa Poddar (Afrin Ali),Elected,23-05-2019,In Office,Second Term,Arambagh,West Bengal,All India Trinamool Congress,Female,Post Graduate,"LLB, MA (English)",38,96,6,147,0.773722628, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170149,Nishikant Dubey,Elected,23-05-2019,In Office,Third Term,Godda,Jharkhand,Bharatiya Janata Party,Male,Professional Post Graduate,"B.A. (H), M.B.A.; Educated at Marwari College Bhagalpur (Bihar) and F.M.S. Delhi University (Delhi)",55,193,19,375,0.959854015, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,54.30769231,3.769230769,243.9038462,0.852699548,Lok Sabha
170145,Sunil Kumar Singh,Elected,23-05-2019,In Office,Second Term,Chatra,Jharkhand,Bharatiya Janata Party,Male,Professional Post Graduate,"M.B.A., M.A. (Sociology)",62,67,13,425,0.934306569, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,54.30769231,3.769230769,243.9038462,0.852699548,Lok Sabha
170151,Bidyut Baran Mahato,Elected,23-05-2019,In Office,Second Term,Jamshedpur,Jharkhand,Bharatiya Janata Party,Male,Inter/ Higher Secondary,I. Sc.,61,87,2,632,0.897810219, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,54.30769231,3.769230769,243.9038462,0.852699548,Lok Sabha
170152,Arjun Munda,Elected,23-05-2019,In Office,Second Term,Khunti,Jharkhand,Bharatiya Janata Party,Male,Graduate,"Graduate, Diploma in Social Science; Educated at IGNOU",55,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170150,Jayant Sinha,Elected,23-05-2019,In Office,Second Term,Hazaribagh,Jharkhand,Bharatiya Janata Party,Male,Professional Post Graduate,"Bachelor of Technology (IIT, Delhi), M.Sc. (University of Pennsylvania), M.B.A. (Harvard Business School)",60,39,5,266,0.912408759, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,54.30769231,3.769230769,243.9038462,0.852699548,Lok Sabha
170497,Tirath Singh Rawat,Elected,23-05-2019,In Office,First Term,Garhwal,Uttarakhand,Bharatiya Janata Party,Male,Post Graduate,"M.A. Sociology, Diploma Course in Patrakarita Educated at H.N.B. Garhwal University, Sri Nagar",59,44,4,63,0.923357664, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,29,1.75,70.5,0.887597797,Lok Sabha
170499,Ajay Bhatt,Elected,23-05-2019,In Office,First Term,Nainital-Udhamsingh Nagar,Uttarakhand,Bharatiya Janata Party,Male,Professional Graduate,"BA, LLB Educated at Kumaoun University Nanital and Constituent College Almora",63,48,3,45,0.98245614,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,24,1.25,36.25,0.887597797,Lok Sabha
170001,Kuldeep Rai Sharma,Elected,23-05-2019,In Office,First Term,Andaman and Nicobar Islands,Andaman and Nicobar Islands,Indian National Congress,Male,Professional Graduate,"BE Mechanical, MOT Educated at Jadavpur University and Garden Reach Shipbuilders & Engineers Ltd. (GRSE), Kolkata",56,834,9,610,0.700729927, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,834,9,610,0.700729927,Lok Sabha
